subject,soc_txt,pos_words,neg_words,sentiment_score,abs_score,n_val,length
34,"This speaker talked about the news of being told he had a rare form of CF, that the health professionals had advised him to not google the disease ( the he did anyway). He talked about wanting to connect with other people who had CF, but because of immunity issues it was a problem. He talked about how others did not perceive him as sick, though he was, and he was frustrated by this. He also talked about going to a clinic in Dallas for information.
The speaker above talked about getting the news about her child that they had CF, and that it was a rare form that may not present with symptoms, but could be triggered by any event. She worried about doing normal things such as bringing her chid to daycare in fear that it could be a trigger. She recalled about how hard it was to drive 5 hours in a car with a child and that the clinic was far if something happened. 
The speaker above covered her journey in CF and her hopes for a lung transplant. She talked about the large number of tests to go through to even be considered a transplant candidate. She also mentioned that it would be the best christmas present to have her name on the list.
The speaker above talked about going in a store and having something trigger a coughing spell and his assuring people around him that he had CF and was not sick with something contagious. He talked about how most poeple don't appreciate the small things in life and that he had lost many people to the disease. He also talked about how the disease made him feel like less of a man and the struggles it causes in work and relationhsips.
","['best', 'frustrated', 'sick', 'fear', 'hopes', 'appreciate', 'assuring', 'struggles', 'contagious', 'lost', 'worried', 'hard', 'number']","['number', 'hard', 'worried', 'lost', 'contagious', 'struggles', 'assuring', 'appreciate', 'hopes', 'fear', 'sick', 'frustrated', 'best']",-1.5813000000000004,6.1423000000000005,16.0,121.0
36,"Jacob is a carrier of CF but doesn't often display symptoms (he's ""rarely sick""). He is a relatively new father and worries about his son displaying symptoms, even though his partner is not a CF carrier. Jacob also has trouble getting his loved ones to become more vocal supporters of CF research because he usually feels normal. He recently underwent testing to see about his CF, and the testing was very uncomfortable. He visited a doctor who normally sees younger patients (kids). He was electrocuted on each arm for 10 minutes - while hooked up to something that looked like a car battery- at a time and then had to sweat into gauze pads. 
Laura had a baby a few years ago that has a form of CF that could develop if exacerbated. She found out about a week or two after her baby was born that it had a type of CF. Since then she and her family have to drive 5 hours to a different area for routine testing. Laura is worried to leave her baby with friends or a daycare because her symptoms could be exacerbated. That happened recently.
Molly had an accent and is currently attempting to receive a transplant as a result of her CF. She wasn't as active in fighting her CF until a friend of hers recently died. She then underwent lots of testing in July to see if she could be a candidate for a transplant, and although she wasn't at first, she is now. She is going back to perform more tests tomorrow and hopes to get a transplant soon.
Morgan is a poet. Morgan has CF and detailed a recent experience in which he was in a store and the spray of perfume caused him to have a coughing fit. A woman next to him looked at him funny, so Morgan felt the need to tell her he wasn't contagious but rather has CF. In his head, Morgan also thought of many other things to tell the woman, but instead he smiled and walked away. The thoughts in his head included how many friends he has lost at a young age due to CF and the difficulties of his own life, including not living up to his dad's standards. He also mentioned that his lungs were sick but not ballsy enough to ""pull the trigger.""
","['loved', 'died', 'smiled', 'sick', 'friend', 'friends', 'funny', 'hopes', 'active', 'uncomfortable', 'fit', 'contagious', 'lost', 'difficulties', 'leave']","['leave', 'difficulties', 'lost', 'contagious', 'fit', 'uncomfortable', 'active', 'hopes', 'funny', 'friends', 'friend', 'sick', 'smiled', 'died', 'loved']",0.5687999999999999,9.4624,23.0,178.0
37,"Jacob was a carrier of CF but didn't have the full blown disease. He as nervous that he'd develop symptoms, but especially that his son might even though he knew that scientifically he wouldn't because his wife (the child's mother) was not a carrier


Laura had a child that she was originally told had CF, but she lived in an area where doctors knew little about CF. They had to drive 5 hours away to a hospital with specialists to learn that her child didn't have CF but a CF related disease. This was good news, but not great news. It meant they had to drive the 5 hours for repeated testing every few months/years to ensure the child wasn't developing CF. The child did develop some symptoms which made the mother nervous
THIS VIDEO WAS hard to understand because the sound wasn't very clear. This lady had several things happen related to other friends with CF and her own personal health that took her on and off of the transplant eligibility list a few times. At the end of the video she was able to be on the transplant list.
Morgan had a coughing fit in a department store that was triggered by smelling some perfume. It made others look at him as if he was spread disease. He had an internal struggle about what to say to the onlookers. He was a very angry and bitter person about his life circumstance and wished others would better understand the emotional side of his struggle
","['great', 'angry', 'friends', 'better', 'bitter', 'clear', 'fit', 'struggle', 'nervous', 'emotional', 'hard']","['hard', 'emotional', 'nervous', 'struggle', 'fit', 'clear', 'bitter', 'better', 'friends', 'angry', 'great']",1.0426999999999995,5.477900000000001,15.0,111.0
38,"Jacob was diagnosed with CF, but appears to have a case with minimal/nonexistent symptoms. He was diagnosed via sweat test at a childrens hospital, and he described how he was hooked up with two electrodes attached to what looked like a car battery, and asked his nurse if the test would hurt. She said no, but that it would be uncomfortable. He then described how she flipped the switch on the machine, like ""Frankenstein's monster"" (or along those lines), and he endured 10 minutes of ""electrocution"" on both of his arms. He proceeded to say how his hands were wrapping up in lots of gauze, and sent to the waiting room, where he described how awkward it was to sit in a room full of children (since he was at a children's hospital). After 30 minutes, the gauze was removed after it had collected his sweat, and he was sent home to wait. 

He said that in preparation for symptoms in the future, he maintains a health lifestyle to keep his body strong and ready to fight the disease. He has a wife named Sarah, and they have a son whom he worries for - though he knows that he does not have cystic fibrosis. He said that every time his son coughs he fears for him.
Laura's daughter Riley was diagnosed shortly after birth due to the newborn screening/tests that were performed at the hospital she was born at. Laura received a call a week after Riley was born, informing them that they had to go see their pediatrician, as Riley's tests had come back abnormal. After driving to their pediatrician, the doctor told them that Riley had cystic fibrosis, and would likely only live to 35-40 years old. Laura then took Riley to a specialist at a children's hospital 5 hours away, who informed them that she in fact did not have the ""normal"" type of cystic fibrosis, but a faulty version of a gene that could mean she would never develop symptoms, or she could develop mild, moderate, or severe symptoms. Laura mentioned that where she comes from cystic fibrosis is not very well understood, so that's why the initial doctor may have misdiagnosed her. Laura spoke about how her daughter began displaying symptoms of CF when she noticed she had fatty stools while changing her diaper. 
Molly was initially against having a lung transplant, but changed her mind after watching her friend (and fellow CF sufferer) Emma pass away the previous July. She has now undergone extensive testing, such as breathing tests, lung tests, CT scans, an ultrasound of her heart, and others all to determine if she could gain a spot on the transplant list. Her initial tests were all positive - meaning she was a good candidate for a transplant. Molly is now preparing to travel with her parents for a 10 day stretch of repeating the original tests, and at the end of those 10 days she will find out whether or not her name is being put on the list or not. 
Morgan speaks about how he was walking through a department store, smelled a perfume called ""beautiful"" that did not sit well for his respiratory tract, and began coughing. A woman nearby looked at him as if ""he was coughing up the black plague"", and he reassured her that he had a lung condition that was not contagious. He goes on to say that he thought for a moment about telling her what cystic fibrosis is: how it's not knowing how long you have left to live, watching more friends die in his 24 years of life than many people would see die in lifetimes; how he drinks and talks to his brothers ashes that he carries with him on a necklace; how he tries to play with his action figures and make their sounds louder than his mother's cries in the next room over; how it's not knowing whether or not you'll make it out of the hospital through the front door or the morgue. 

He also describes how it is also love: how it's relishing the sound of the noisy birds outside his window, because they're alive and so is he; how he relishes each day he has on this planet. 

","['love', 'die', 'positive', 'gain', 'strong', 'friend', 'friends', 'sufferer', 'good', 'fears', 'cries', 'alive', 'ready', 'play', 'original', 'well', 'noisy', 'awkward']","['awkward', 'noisy', 'well', 'original', 'play', 'ready', 'alive', 'cries', 'fears', 'good', 'sufferer', 'friends', 'friend', 'strong', 'gain', 'positive', 'die', 'love']",2.1319,13.259499999999996,32.0,327.0
40,"he is a carrier
he has a child who he monitors with each cough
he wanted to seek out other CF patients, but they must remain solitary
he is married
he mentioned the city of Dallas
She has a child with symptoms of CF
They live far from the hospital
it is a financial strain and an emotional one
she was told to bring the baby back to the doctors soon after birth
Her child is named Riley
She is awaiting a lung transplant
she decided to continue to fight and be strong
the latest test levels look good for a transplant
she is headed back to the hospital soon to confirm she is still in good shape for the surgery
she will be meeting with the surgery team and nurses when there
the smell of perfume start a coughing fit at the store, it freaked out a woman
he has not had long lasting romantic relationships
he feels like he disappointed his father
he lost a brother
he has lost many CF friends, more than most people in a lifetime
he appreciates the noisy birds outside his window
he is grateful for each day
he is in his 20's, CF patients live to early 40's on average
He looked as if he was reading his statement most of the time
he as a large neck tattoo

","['appreciates', 'friends', 'grateful', 'good', 'romantic', 'fight', 'like', 'lost', 'freaked', 'noisy', 'emotional', 'strain']","['strain', 'emotional', 'noisy', 'freaked', 'lost', 'like', 'fight', 'romantic', 'good', 'grateful', 'friends', 'appreciates']",2.0945,6.135300000000001,17.0,100.0
41,"Jacob is a thirty something man who is a carrier for CF. In the introduction, he begins by telling a story of how his nurse told him Not to google CF, and only look at the official website--so of course the first thing he did was google CF. Then, he freaks out, and is overwhelmed by all the bad things that could happen to him. He goes on to talk about how he didn't know that without full blown CF any of this could happen to him, then about the lack of awareness of CF. He is frustrated that he cannot connect to others with the same condition to the immune system weaknesses. He is frustrated that there is not a lot of awareness, largely because those who carry CF appear to be very healthy, but he is not always healthy. He now has a son, and although his mother does not have the mutated gene, Jacob is still constantly worried that his son may show symptoms of CF.
Laura is a mother of an infant who is a carrier for CF. She begins by talking about how the doctors had informed the parents that the tests for their newborn were unusual, and it indicated that her child, while not having CF, has the possibility of developing mild to severe symptoms. Laura is extremely distraught as a parent at the possibility that her child could only live to 30-40 years. The resources in their local pediatrician are not very good for CF, so they have to drive 5 hours to another town to treat their child, and very difficult to get an infant to cooperate in a long distance driving trip. She's worried because her child will now have to undergo constant monitoring, take tests, and be shielded from a normal upbringing in order to avoid all the potential triggers for CF.
Molly is a young woman who has CF and is in need of a lung transplant. She has recently lost her good friend Emma (and later mentions having lost her Dad), and has resolved to fight as much as she can to stay alive in response. She details much of the process it takes to be able to get a lung transplant--people think it is as easy as getting on a list, but it is a long series of tests and analysis and results. Molly tells her story of needing a lung transplant but developing a harmful bacterium that prevented her from getting one, but luckily she is now 18 months clear of it. Thus, she is able to undergo the series of tests and luckily qualified for a lung transplant.
Morgan is a young man who delivered his video in a prosaic style similar to that of slam-poetry. He begins with his own anecdote of walking in a department store, when a perfume ironically coined ""Delicious"" sets off a coughing fit. He apologizes to a disgusted shopper next to him, explaining that he has CF and that it isn't contagious, when he has a moment of realization. He wonders what it would be like to tell her what CF really is, not just that its not contagious. He then details moments of his life that are painful: being confined to the hospital beds, wondering if he would be able to grow up, feeling bitter that other kids would talk about wanting to be a fireman or policeman and wanting to just be able to have that choice, feeling bitter that people complain about Mondays at work and think he has it better because he doesn't need to work but he just wants to be able to complain about Mondays at work, feeling worthless and dependent on people around him, family strain of his parents who are pained by their child's pain, losing friends around him, finding a home in a hospital, appreciating the little things in life because he is grateful to be alive, and more. He closes by saying that in the end, he smiled at the shopper and walked away.
","['delicious', 'distraught', 'smiled', 'disgusted', 'pain', 'friend', 'friends', 'grateful', 'appreciating', 'pained', 'treat', 'alive', 'complain', 'contagious', 'lost', 'avoid', 'resolved', 'feeling', 'freaks', 'strain', 'prevented']","['prevented', 'strain', 'freaks', 'feeling', 'resolved', 'avoid', 'lost', 'contagious', 'complain', 'alive', 'treat', 'pained', 'appreciating', 'grateful', 'friends', 'friend', 'pain', 'disgusted', 'smiled', 'distraught', 'delicious']",-0.8478000000000001,21.1214,57.0,292.0
42,"Jacob was 30 when he was diagnosed. He googled the disease pretty quickly after finding out and worked himself up. He wanted to meet other people like him, which is hard due to immune systems. He also worries about his son's cough, although probably doesn't have to, as his wife isn't a carrier. because he doesn't look sick, sometimes people forget he is. 
Laura has a daughter named Riley who had an abnormal newborn screening. she lives in an area when not much is known about CF, so when it was determined that Riley had it, she was sent to a hospital five hours away. Riley didn't have CF, but had a gene that could develop into CF. The first time Laura saw fatty stool in Riley's diaper, she freaked out. She called the hospital 5 hours away and was told she could make an appointment and drive up, or reach out to her local pediatrician.
Molly decided to try to get on the transplant list because she watched her friend die at the age of 22. She had an accent and was hard to understand. 
Morgan was passionate. He has CF, and was triggered by a scent in a department store. After a look from a passer-by, he thought about spouting off a ton of information about CF, his family and friends that have passed, what it was like in a hospital room, how he made friends with the nurses, he wears his brother's ashes around his neck and more, but decided against it. He smiled and left. He did tell her it wasn't contagious and that he had CF. He was tearful.
","['die', 'smiled', 'passionate', 'sick', 'friend', 'friends', 'worries', 'like', 'contagious', 'freaked', 'forget', 'hard', 'reach']","['reach', 'hard', 'forget', 'freaked', 'contagious', 'like', 'worries', 'friends', 'friend', 'sick', 'passionate', 'smiled', 'die']",1.7951999999999997,6.9936,19.0,117.0
44,"Very typical 30 year old life, so he doesn't feel understood by those close to him.  Causes additional stress in parenting as CF is a constant concern even though he knows the facts.
New mother dealing with CF diagnosis.  Travel, medical trips , worry add to the pressures of motherhood.  She is aware that her new daughter may not live a full life and this weighs on her. 
Harder time relating to this video as I spent extra attention to understand language with accent.  CLose friend died.  She has decided to go through the difficult process of transplant.
Is sad and angry about the diagnosis.  He has extra pressures and things are more difficult for him than an average person. Has seen friends die, can't live a ""normal"" life and he is coping with all of those feelings.
","['die', 'died', 'angry', 'friend', 'friends', 'worry', 'stress', 'difficult', 'pressures']","['pressures', 'difficult', 'stress', 'worry', 'friends', 'friend', 'angry', 'died', 'die']",-3.3942,5.335400000000001,12.0,70.0
45,"He spoke in detail a lot about the sweat test and how it made him feel, etc. I was waiting for him to say what CF was but he didn't say it, so I mostly focused on his eyes - the redness and how tearful they looked. I believe he also said he took the sweat test recently... and then mentioned towards the end about his own child and how it will be like for them. He and his partner (wife?) have both CF and so they have mutated genes, and I think that's the part where he talked about CF people only being able to be around other CF people. His eyes there reddened more and appeared more tearful. 
It was a little hard to focus on her baby (Riley?) because she went into great detail about the inconveniences --- the distance (5 hours) to the hospital, the long wait times, future testings for Riley and how she as a parent would be involved in the logistics of it (traveling, etc.). She mostly spoke from a parent's point of view which was understandable but all I kept thinking about during this video was Riley and what it was like for her because she is so young at the time of diagnosis and so symptoms may take time to appear. She also talked about fatty poop on Riley's diaper as a symptom. She said something like, ""As a parent, I am constantly looking for symptoms and keeping an eye out."" I believe the diaper part was something she kept from her husband because he happened to not be present at the time she made the discovery. 
This video was very emotional for me because obviously she is crying as she is speaking - or at least keeping herself from not sobbing too much. She started off saying how her mother had just passed away from CF. This video was hard to hear throughout due to her strong accent and the machine sounds. But I do remember her asking her viewers to pray for her (""the best birthday present"") for positive test results that might turn things around for her. I dont remember exactly what it was but she was 18 months clear for something. Maybe a growth? 
Also an emotional video for me. Started off with him telling about a time he coughed and how an old lady (passing by?) commented about it (maybe about how ""germy"" his cough was), and he told her he had CF. Then he goes on about the thoughts he had in his mind during that moment. He spoke of the daily lifestyle of a CF person as someone with CF -- talking about the struggles, suicidal thoughts but not wanting to die, the gratitude for life and little things, etc. He also spoke about his friends mostly younger than 25 all dying one by one and how, as much as he tried to motivate his other CF friends, how he knew deep down they were not going to make it. He appeared both heartbroken and hopeful in the video, much like how he described how living with CF is/can be like. He angrily spoke of someone bitching about their morning when he thought how wonderful it was to bitch about any day that you're alive. Also about appreciating the sounds of a bird because you know it has life and so do you. 
","['suicidal', 'heartbroken', 'best', 'great', 'die', 'bitch', 'wonderful', 'positive', 'hopeful', 'friends', 'appreciating', 'angrily', 'alive', 'like', 'pray', 'bitching', 'emotional', 'hard']","['hard', 'emotional', 'bitching', 'pray', 'like', 'alive', 'angrily', 'appreciating', 'friends', 'hopeful', 'positive', 'wonderful', 'bitch', 'die', 'great', 'best', 'heartbroken', 'suicidal']",5.031900000000001,14.2803,34.0,235.0
46,"This guy was like the ""guy next door"": 

medical conditions? don't google them. 
He has a wife and child & he is worried about his child being ill (watching for cough)
He is in his 30's and has a diagnosis of CP but hasn't been ill
He and others with CP are at risk of social isolation 

This married woman was from GA. She has a baby named Riley who had abnormal newborn screen positive for a CF-LIKE or CF variation. MD gave her a prognosis of 35-40 years.  CLoset CF facility is 5 hours away and it is a total drain to get there, physically and financially. So far lots of testing and surveillance for no treatment yet. Baby recently developed steorrhea and CF facility referred them to local pediatrician. She spoke about stressors like the travel, not being able to socialize with other children due to risk of infection, cost of treatments, medications. Stress over not being able to work. She spoke about when children go into the hospital with complication of CF, they are there for weeks and months. 
This girl was British I think. She recently lost someone close to CF. She finally decided to be listed on the transplant list but couldn't because she was a mycobacterium carrier but has now been free of that for 18 months and is waiting to hear word if she is a transplant candidate. Spoke about what an arduous process the transplant work up is. 
This guy developed a coughing fit after being exposed to department store perfume and then kind of gave a monologue of what CF represents in his life- the loss of brothers and sisters, the shame over having to collect disability, the uncomfortable procedures- needles, tests, blood work, hospitalizations, not being able to think about the future goals. Not being able to have a romantic relationship. His father's disappointment in him. Also tried to present the positive, basically the gift of waking up every day- kind of felt exasparated with healthy people who complain about ""Mondays"". He presented his feelings in a passionate poetic kind of way. 
","['positive', 'kind', 'disappointment', 'shame', 'gift', 'stress', 'healthy', 'uncomfortable', 'complain', 'loss', 'worried', 'risk', 'exposed']","['exposed', 'risk', 'worried', 'loss', 'complain', 'uncomfortable', 'healthy', 'stress', 'gift', 'shame', 'disappointment', 'kind', 'positive']",0.9918000000000003,11.8506,29.0,163.0
47,"Weak guy, sob story.  Lots of details about his health and how many people are affected by his illness.  Nice furnishing, seems to live comfortably materially.  Felt sadness that he believes he is ill.  Hope that he will decide he wants to be healthy and think himself well.  Stop believing what doctor's tell you, think for yourself.  I began to wonder why the researchers were playing the distracting, patterned tones?  Dozed out for a few seconds because I felt tired.  
Once I realized she was a military member I was a bit more interested, however I felt more pity for her and sadness that she has a sick child and will be at the mercy of doctors for a long period.  I also got tired listening to this story as the litany of things to do to care for the sick child was long and I felt sad for the child having to endure treatments, tests, doctors, poor health and sad parents. 
I had a hard time understanding this person so I tuned out most of this video.
I liked the way he organized his thoughts and presented them in a poem.  Felt sad for him that he believes he is sick.  He must have a high pain tolerance will all those tatoo's.  He seemed very sad that he's lost so many people to this disease and I thought he may need to meet healthy people/friends.  
","['pain', 'care', 'friends', 'tired', 'liked', 'healthy', 'mercy', 'lost', 'tolerance', 'well', 'sob', 'playing', 'affected', 'hard']","['hard', 'affected', 'playing', 'sob', 'well', 'tolerance', 'lost', 'mercy', 'healthy', 'liked', 'tired', 'friends', 'care', 'pain']",-4.149400000000001,14.177199999999996,36.0,114.0
48,"that cf people can not get together for a support group because of low immune system. the test as a adult was very unnerving and painful. always worring about his child coming down with the disease.
there is not a lot of knowledgeable people in her area. some people do not have the money or resources to take there sick child to drs or supply all needed test or medications.  lots of signs to look for in a cf child to see if they develop new symptoms.
she had to go through a lot to get a transplant.
basically there are so many triggers and many of his family and friends didnt make it. he wanted to explain this to a lady when he had a coughing fit, but he just walked away
","['sick', 'friends', 'painful', 'support', 'fit', 'immune', 'low']","['low', 'immune', 'fit', 'support', 'painful', 'friends', 'sick']",0.31159999999999993,2.7600000000000007,7.0,58.0
49,"Jacob was tested for CF. He was hooked up to ""what looked like a car battery"" and ""electrocuted"" on each arm for 10 minutes. After that, he had to sit in a waiting room for 30 minutes with his arms wrapped in gauze. The strangest part of that for him was he was the only adult. After 30 minutes, the gauze was removed and sent off for to be analyzed.  
Laura got a call from her daughter Riley's PED that there was an abnormal result on the daughter's newborn assessment and they would have to come in. They were on their way to Ft Benning, and turned around. At the PEDs office, they were told Riley had CF. They live in rural Georgia and have to travel to Augusta, about 5 hours away, for treatments. Laura discovered a fatty stool, which is a CF symptom, that her husband had missed. She called the hospital in Augusta, they told her that she could make and appointment but would probably be better off calling her local PED
Molly's friend Emma died from CF complications in her early 20's. This was a shock and a wake-up call to Molly. She told her doctor that she wanted to be put on the transplant list for a new lung. She was not eligible at first because she had a bacteria that made her ineligible. At the time of the video, she had been free of the bacteria for 18 months, which made her a candidate for the list. She has to undergo four days of testing to determine that she was both healthy enough and sickly enough to be put on the list. All she wants for Christmas is to find out that she is on the list.
A perfume, called delicious, in a department store, set off a CF coughing attack. A lady in the store looked at him like he had unleashed the plague. She told him he's not contagious, he has a lung condition. He thought about telling her what CF really means, about how many friends he's lost, how his mother weeps not knowing if she will survive him, how he feels like he's a disappointment to his father because he will never be a strong man. 
","['delicious', 'died', 'strong', 'friend', 'friends', 'better', 'healthy', 'shock', 'like', 'weeps', 'lost', 'missed']","['missed', 'lost', 'weeps', 'like', 'shock', 'healthy', 'better', 'friends', 'friend', 'strong', 'died', 'delicious']",1.2689,7.710300000000001,18.0,156.0
51,"Jacob talked about how he doesn't have any of the typical symptoms of CF, and so many people, even family members, don't consider him to be sick, even though he is. He said that it's really hard to always be worried about something bad (related to CF) happening to him.
Laura talked about her daughter, who had a cystic fibrosis metabolic problem. A week after her birth, the doctor said that something was abnormal in her daughter's newborn exams. The local doctors don't know much about CF, so they told Laura that her daughter had CF. In reality, she only had 1 copy of the defective CF gene. For the first 1.5 years of her daughters life, they had to drive to a different doctor 5 hours away for check-ups. They constantly monitor her to see if any symptoms are developing. Recently there was a possible CF symptom, and they are waiting to see the results.
Molly mentioned that a friend had passed away from CF, and this motivated her to try to get a lung transplant, even though she hadn't wanted one before. Transplants are a lot more complex than most people think, and she had to get a lot of different examinations to make sure that she is a good transplant candidate. These exams include lots of blood tests, an ultrasound of her heart, psychology tests, etc. She had all the tests done 6 months ago and soon she will be going to get them again. If all goes well, she will be added to the transplant list.
Morgan said he was at the mall looking at perfume when he started coughing, and a woman nearby looked at him with disgust. He thought about what he should tell her. Should he tell her about cystic fibrosis? There are a lot of terrible things that CF brings, such as fear of dying. More people he knows have passed away in his 24 years than some people have pass away in 60. He wears the ashes of his brother around his neck. There aren't support groups because people with CF have weak immune systems. But there are some positives. He wakes up everyday grateful to be alive. He listens to the birds and is happy that he's alive with them. In the end, Morgan decides just to smile and laugh at the woman.
","['disgust', 'happy', 'laugh', 'bad', 'positives', 'sick', 'fear', 'terrible', 'grateful', 'weak', 'support', 'alive', 'smile', 'sure', 'immune', 'well', 'hard']","['hard', 'well', 'immune', 'sure', 'smile', 'alive', 'support', 'weak', 'grateful', 'terrible', 'fear', 'sick', 'positives', 'bad', 'laugh', 'happy', 'disgust']",1.6177,10.2263,24.0,177.0
52,"Jacob had a tough experience at the clinic similar to being electrocuted. Most of his family does not have CF and he looks normal so it is hard for him to talk about the disease and spread awareness.
Her child has CF and it is hard for her to take her child to the hospital and all the related troubles she had to endure for her child.  
Her sister had CF and her liver was affected but she could not find a donor and she died at the age of 20. It had a deep impact on Molly who also suffers from the same condition and is waiting for a liver transplant. She also has a bug which prevented her from being in the transplant list due to the risk but the medicines have controlled the bug so he can be hopeful of a transplant again.
Morgan tells us his experience with the disease and how he has seen so many of his close friends and family fall to CF but is helpless and can only fight this condition. He tells the experience of interaction where due to his condition he coughed in the store which alarmed someone but he could not tell his pains as all he could do is smile and move on. 
","['died', 'hopeful', 'friends', 'helpless', 'pains', 'fight', 'smile', 'alarmed', 'risk', 'affected', 'tough', 'hard', 'prevented']","['prevented', 'hard', 'tough', 'affected', 'risk', 'alarmed', 'smile', 'fight', 'pains', 'helpless', 'friends', 'hopeful', 'died']",-2.4803999999999995,5.229,16.0,80.0
54,"Jacob talked about how he learned that he was a carrier of the CF gene.  He was told not to look this up on the internet, but he did, which freaked him out.  He had a really hard time emotionally, not knowing if he would start to express symptoms of CF, especially because he wanted to appear strong and so he didn't talk about it with his family.  He also described the sweat test itself, which was used to test him for CF.  He had to go to a children's hospital, had his arm hooked up to what he described as something that looked like ""a car battery"" and then had to be electrocuted on each arm for ten minutes each.  He said that it was very unpleasant.  He then had his arms wrapped in lots of gauze, sat in the waiting room for 30 minutes, then the doctor took a piece of gauze and send it to the lab to be tested with his sweat.  After he was diagnosed, Jacob wanted to meet with other CFers, but he couldn't because they could easily give bacterial diseases to each other.  CF is therefore a very isolating disease.  It's also hard because he doesn't look sick, and he doesn't talk about it much with his family, so his family often forgets that he's sick.
Laura talked about how, when her daughter was first born, the doctor screened her and got back bad results.  He called Laura and her husband to the hospital, where he told her that the infant had CF.  However, this wasn't totally true.  Laura had only one copy of the gene, but the doctor didn't realize what this meant, because they lived in an area where CF wasn't very well understood.  Laura and her husband took their child to another doctor five hours away, who told them that, with this one copy, she could develop no symptoms, mild symptoms, or severe symptoms, depending on what triggers she was exposed to.  To keep an eye on the child's symptoms, Laura had to drive her daughter five hours every two months to get tests done to see if she had developed symptoms of CF.  Because you never know what triggers could be present in an environment, Laura can't trust her daughter with other family members.  All the driving and whatnot is very tiring, and insurance often doesn't cover all the medications and treatments needed to treat CF, so it can be very financially taxing.
Molly talked about how someone she knew (I couldn't hear this video very well) who also had CF died before her name ever got on the transplant list for lungs.  Molly had never considered a lung transplant before, but after this person died, she decided she had to do as much as she could to fight CF.  At first, she wasn't qualified to be put on the list because she had a bacterial infection, but after 18 months of being infection-free, her doctor said she qualified.  She then had a bunch of tests and blood drawn.  When the tests came back saying she could get a lung transplant, she had the tests redone at the hospital where the transplant would occur.  She met the transplant team, a psychologist, and a social worker to make sure she was a good place mentally and had the necessary support network to recover from the transplant.
Morgan talked about how, one day he was at a perfume store, and the perfume triggered a coughing attack.  A lady looked like she thought he was going to get her sick, so he explained that he had CF so it wasn't contagious.  She started to look up what CF was, and he briefly considered explaining to her what it was.  He says in the video that CF is being stuck in the hospital on your birthday, your friends visiting you so you're not all alone.  That CF is watching your friends lay in a hospital bed, telling them they're gonna get through this but knowing they won't.  CF is losing more loved ones than most people will lose in four life times.  That CF is get angry at people saying they're jealous you don't have to work, when you wish you were healthy enough to go to work to bitch about Mondays.  That CF is listening to kids talking about growing up and being a fireman or a policeman, and wondering if you'll ever get to grow up at all.  That CF is depression.  But CF also has some good things.  It's about love.  It's about finding that special someone who will stay by your side, even though they know they will have to watch you die.  It's about knowing that your homophobic parents are stupid, because when you're lying in a hospital bed, race and sexual orientation don't matter.  In the end, he decided not to say anything to the lady and just walked away.
","['love', 'die', 'bitch', 'depression', 'died', 'bad', 'lying', 'angry', 'friends', 'jealous', 'good', 'true', 'special', 'losing', 'like', 'contagious', 'sure', 'freaked', 'well', 'alone', 'growing', 'hard', 'exposed', 'matter']","['matter', 'exposed', 'hard', 'growing', 'alone', 'well', 'freaked', 'sure', 'contagious', 'like', 'losing', 'special', 'true', 'good', 'jealous', 'friends', 'angry', 'lying', 'bad', 'died', 'depression', 'bitch', 'die', 'love']",-1.7242000000000004,20.0522,49.0,357.0
